"","Time","prob"
"366",366,NA
"367",367,NA
"368",368,NA
"369",369,NA
"370",370,NA
"371",371,NA
"372",372,NA
"373",373,NA
"374",374,NA
"375",375,NA
"376",376,NA
"377",377,NA
"378",378,NA
"379",379,NA
"380",380,NA
"381",381,NA
"382",382,NA
"383",383,NA
"384",384,NA
"385",385,NA
"386",386,NA
"387",387,NA
"388",388,NA
"389",389,NA
"390",390,NA
"391",391,NA
"392",392,NA
"393",393,NA
"394",394,NA
"395",395,NA
"396",396,NA
"397",397,NA
"398",398,NA
"399",399,NA
"400",400,NA
"401",401,NA
"402",402,NA
"403",403,NA
"404",404,NA
"405",405,NA
"406",406,NA
"407",407,NA
"408",408,NA
"409",409,NA
"410",410,NA
"411",411,NA
"412",412,NA
"413",413,NA
"414",414,NA
"415",415,NA
"416",416,NA
"417",417,NA
"418",418,NA
"419",419,NA
"420",420,NA
"421",421,NA
"422",422,NA
"423",423,NA
"424",424,NA
"425",425,NA
"426",426,NA
"427",427,NA
"428",428,NA
"429",429,NA
"430",430,NA
"431",431,NA
"432",432,NA
"433",433,NA
"434",434,NA
"435",435,NA
"436",436,NA
"437",437,NA
"438",438,NA
"439",439,NA
"440",440,NA
"441",441,NA
"442",442,NA
"443",443,NA
"444",444,NA
"445",445,NA
"446",446,NA
"447",447,NA
"448",448,NA
"449",449,NA
"450",450,NA
"451",451,NA
"452",452,NA
"453",453,NA
"454",454,NA
"455",455,NA
"456",456,NA
"457",457,NA
"458",458,NA
"459",459,NA
"460",460,NA
"461",461,NA
"462",462,NA
"463",463,NA
