"","Time","prob"
"1",1,0.5
"2",2,0.3
"3",3,0.3
"4",4,0.3
"5",5,0.3
"6",6,0.5
"7",7,0.3
"8",8,0.45
"9",9,0.3
"10",10,0.5
"11",11,0.5
"12",12,0.3
"13",13,0.3
"14",14,0.3
"15",15,0.3
"16",16,0.3
"17",17,0.3
"18",18,0.23
"19",19,0.3
"20",20,0.3
"21",21,0.3
"22",22,0.3
"23",23,0.3
"24",24,0.3
"25",25,0.3
"26",26,0.3
"27",27,0.3
"28",28,0.3
"29",29,0.3
"30",30,0.3
"31",31,0.3
"32",32,0.3
"33",33,0.3
"34",34,0.3
"35",35,0.3
"36",36,0.3
"37",37,0.3
"38",38,0.3
"39",39,0.3
"40",40,0.3
"41",41,0.3
"42",42,0.3
"43",43,0.3
"44",44,0.3
"45",45,0.3
"46",46,0.3
"47",47,0.3
"48",48,0.3
"49",49,0.3
"50",50,0.3
"51",51,0.3
"52",52,0.3
"53",53,0.3
"54",54,0.3
"55",55,0.3
"56",56,0.3
"57",57,0.3
"58",58,0.3
"59",59,0.3
"60",60,0.3
"61",61,0.3
"62",62,0.3
"63",63,0.3
"64",64,0.3
"65",65,0.3
"66",66,0.3
"67",67,0.3
"68",68,0.3
"69",69,0.3
"70",70,0.3
"71",71,0.3
"72",72,0.3
"73",73,0.3
"74",74,0.3
"75",75,0.3
"76",76,0.3
"77",77,0.3
"78",78,0.3
"79",79,0.3
"80",80,0.3
"81",81,0.3
"82",82,0.3
"83",83,0.3
"84",84,0.3
"85",85,0.3
"86",86,0.3
"87",87,0.3
"88",88,0.3
"89",89,0.3
"90",90,0.3
"91",91,0.3
"92",92,0.3
"93",93,0.3
"94",94,0.3
"95",95,0.3
"96",96,0.3
"97",97,0.3
"98",98,0.3
"99",99,0.3
"100",100,0.45
"101",101,0.3
"102",102,0.3
"103",103,0.3
"104",104,0.3
"105",105,0.3
"106",106,0.3
"107",107,0.3
"108",108,0.3
"109",109,0.3
"110",110,0.3
"111",111,0.3
"112",112,0.3
"113",113,0.3
"114",114,0.3
"115",115,0.3
"116",116,0.3
"117",117,0.3
"118",118,0.3
"119",119,0.3
"120",120,0.3
"121",121,0.3
"122",122,0.3
"123",123,0.3
"124",124,0.3
"125",125,0.3
"126",126,0.3
"127",127,0.3
"128",128,0.3
"129",129,0.3
"130",130,0.3
"131",131,0.3
"132",132,0.3
"133",133,0.3
"134",134,0.3
"135",135,0.3
"136",136,0.3
"137",137,0.3
"138",138,0.3
"139",139,0.3
"140",140,0.3
"141",141,0.3
"142",142,0.3
"143",143,0.3
"144",144,0.3
"145",145,0.3
"146",146,0.3
"147",147,0.3
"148",148,0.3
"149",149,0.3
"150",150,0.3
"151",151,0.3
"152",152,0.3
"153",153,0.3
"154",154,0.3
"155",155,0.3
"156",156,0.3
"157",157,0.3
"158",158,0.3
"159",159,0.3
"160",160,0.3
"161",161,0.3
"162",162,0.3
"163",163,0.3
"164",164,0.3
"165",165,0.3
"166",166,0.3
"167",167,0.3
"168",168,0.3
"169",169,0.3
"170",170,0.3
"171",171,0.3
"172",172,0.3
"173",173,0.3
"174",174,0.3
"175",175,0.3
"176",176,0.3
"177",177,0.3
"178",178,0.3
"179",179,0.3
"180",180,0.3
"181",181,0.3
"182",182,0.3
"183",183,0.3
"184",184,0.3
"185",185,0.3
"186",186,0.3
"187",187,0.3
"188",188,0.3
"189",189,0.3
"190",190,0.3
"191",191,0.3
"192",192,0.3
"193",193,0.3
"194",194,0.3
"195",195,0.3
"196",196,0.3
"197",197,0.3
"198",198,0.3
"199",199,0.3
"200",200,0.3
"201",201,0.3
"202",202,0.3
"203",203,0.3
"204",204,0.3
"205",205,0.3
"206",206,0.3
"207",207,0.3
"208",208,0.3
"209",209,0.3
"210",210,0.3
"211",211,0.3
"212",212,0.3
"213",213,0.3
"214",214,0.3
"215",215,0.3
"216",216,0.3
"217",217,0.3
"218",218,0.3
"219",219,0.3
"220",220,0.3
"221",221,0.3
"222",222,0.3
"223",223,0.3
"224",224,0.3
"225",225,0.3
"226",226,0.3
"227",227,0.3
"228",228,0.5
"229",229,0.3
"230",230,0.3
"231",231,0.3
"232",232,0.4
"233",233,0.3
"234",234,0.3
"235",235,0.3
"236",236,0.3
"237",237,0.3
"238",238,0.3
"239",239,0.5
"240",240,0.3
"241",241,0.3
"242",242,0.3
"243",243,0.3
"244",244,0.3
"245",245,0.3
"246",246,0.3
"247",247,0.3
"248",248,0.3
"249",249,0.3
"250",250,0.3
"251",251,0.3
"252",252,0.3
"253",253,0.3
"254",254,0.3
"255",255,0.3
"256",256,0.3
"257",257,0.3
"258",258,0.3
"259",259,0.3
"260",260,0.3
"261",261,0.3
"262",262,0.3
"263",263,0.3
"264",264,0.3
"265",265,0.3
"266",266,0.3
"267",267,0.3
"268",268,0.3
"269",269,0.3
"270",270,0.3
"271",271,0.3
"272",272,0.3
"273",273,0.3
"274",274,0.3
"275",275,0.3
"276",276,0.3
"277",277,0.3
"278",278,0.3
"279",279,0.3
"280",280,0.3
"281",281,0.3
"282",282,0.3
"283",283,0.3
"284",284,0.3
"285",285,0.3
"286",286,0.3
"287",287,0.3
"288",288,0.3
"289",289,0.3
"290",290,0.3
"291",291,0.3
"292",292,0.3
"293",293,0.3
"294",294,0.3
"295",295,0.3
"296",296,0.3
"297",297,0.3
"298",298,0.3
"299",299,0.3
"300",300,0.3
"301",301,0.3
"302",302,0.3
"303",303,0.3
"304",304,0.3
"305",305,0.3
"306",306,0.3
"307",307,0.3
"308",308,0.3
"309",309,0.3
"310",310,0.3
"311",311,0.3
"312",312,0.3
"313",313,0.3
"314",314,0.3
"315",315,0.3
"316",316,0.3
"317",317,0.3
"318",318,0.3
"319",319,0.3
"320",320,0.3
"321",321,0.3
"322",322,0.3
"323",323,0.3
"324",324,0.3
"325",325,0.3
"326",326,0.3
"327",327,0.3
"328",328,0.3
"329",329,0.3
"330",330,0.3
"331",331,0.3
"332",332,0.3
"333",333,0.3
"334",334,0.3
"335",335,0.3
"336",336,0.3
"337",337,0.3
"338",338,0.3
"339",339,0.3
"340",340,0.3
"341",341,0.3
"342",342,0.3
"343",343,0.3
"344",344,0.3
"345",345,0.3
"346",346,0.3
"347",347,0.45
"348",348,0.3
"349",349,0.3
